"","id","urls","datum","vykon"
"6792","111013524","./detail.php?lic-id=111013524&sequence=1&total=1",2010-05-15,0.005
"6793","111013525","./detail.php?lic-id=111013525&sequence=1&total=1",2010-05-19,0.004
"6794","111013526","./detail.php?lic-id=111013526&sequence=1&total=1",2010-06-04,0.004
"6795","111013527","./detail.php?lic-id=111013527&sequence=1&total=1",2010-05-14,0.009
"6796","111013528","./detail.php?lic-id=111013528&sequence=1&total=1",2010-05-13,0.005
"6797","111013529","./detail.php?lic-id=111013529&sequence=1&total=1",2010-04-28,0.01
"6798","111013530","./detail.php?lic-id=111013530&sequence=1&total=1",2010-04-27,0.005
"6799","111013531","./detail.php?lic-id=111013531&sequence=1&total=1",2010-05-12,0.006
"6800","111013532","./detail.php?lic-id=111013532&sequence=1&total=1",2010-05-20,0.004
"6801","111013534","./detail.php?lic-id=111013534&sequence=1&total=1",2010-05-12,0.005
"6802","111013535","./detail.php?lic-id=111013535&sequence=1,2,3,4,5,6&total=6",2010-05-26,3.902
"6803","111013536","./detail.php?lic-id=111013536&sequence=1&total=1",2010-05-18,0.005
"6804","111013537","./detail.php?lic-id=111013537&sequence=1&total=1",2010-05-29,0.006
"6805","111013539","./detail.php?lic-id=111013539&sequence=1&total=1",2010-05-12,0.004
"6806","111013540","./detail.php?lic-id=111013540&sequence=1&total=1",2010-05-13,0.012
"6807","111013542","./detail.php?lic-id=111013542&sequence=1&total=1",2010-05-15,0.011
"6808","111013543","./detail.php?lic-id=111013543&sequence=1&total=1",2010-05-14,0.005
"6809","111013544","./detail.php?lic-id=111013544&sequence=1&total=1",2010-04-26,0.084
"6810","111013545","./detail.php?lic-id=111013545&sequence=1&total=1",2010-05-26,0.005
"6811","111013546","./detail.php?lic-id=111013546&sequence=1&total=1",2010-05-18,0.006
"6812","111013547","./detail.php?lic-id=111013547&sequence=1&total=1",2010-05-14,0.015
"6813","111013549","./detail.php?lic-id=111013549&sequence=1&total=1",2010-05-12,0.011
"6814","111013550","./detail.php?lic-id=111013550&sequence=1&total=1",2010-05-20,0.029
"6815","111013551","./detail.php?lic-id=111013551&sequence=1&total=1",2010-05-13,0.005
"6816","111013552","./detail.php?lic-id=111013552&sequence=1&total=1",2010-07-09,0.006
"6817","111013554","./detail.php?lic-id=111013554&sequence=1&total=1",2010-05-12,0.005
"6818","111013555","./detail.php?lic-id=111013555&sequence=1&total=1",2010-05-19,0.005
"6819","111013556","./detail.php?lic-id=111013556&sequence=1&total=1",2010-05-14,0.005
"6820","111013557","./detail.php?lic-id=111013557&sequence=1&total=1",2010-05-18,0.005
"6821","111013558","./detail.php?lic-id=111013558&sequence=1&total=1",2010-05-14,0.004
"6822","111013559","./detail.php?lic-id=111013559&sequence=1&total=1",2010-06-08,0.004
"6823","111013560","./detail.php?lic-id=111013560&sequence=1&total=1",2010-05-18,0.005
"6824","111013562","./detail.php?lic-id=111013562&sequence=1&total=1",2010-05-19,0.005
"6825","111013563","./detail.php?lic-id=111013563&sequence=1&total=1",2010-05-14,0.005
"6826","111013564","./detail.php?lic-id=111013564&sequence=1&total=1",2010-05-18,0.005
"6827","111013565","./detail.php?lic-id=111013565&sequence=1&total=1",2010-05-25,0.013
"6828","111013567","./detail.php?lic-id=111013567&sequence=1&total=1",2010-05-21,0.115
"6829","111013568","./detail.php?lic-id=111013568&sequence=1&total=1",2010-05-19,0.007
"6830","111013569","./detail.php?lic-id=111013569&sequence=1&total=1",2010-05-18,0.006
"6831","111013570","./detail.php?lic-id=111013570&sequence=1&total=1",2010-06-09,0.01
"6832","111013571","./detail.php?lic-id=111013571&sequence=1&total=1",2010-04-30,0.063
"6833","111013572","./detail.php?lic-id=111013572&sequence=1&total=1",2010-05-18,0.004
"6834","111013573","./detail.php?lic-id=111013573&sequence=1&total=1",2010-05-19,0.003
"6835","111013574","./detail.php?lic-id=111013574&sequence=1&total=1",2010-05-19,0.005
"6836","111013575","./detail.php?lic-id=111013575&sequence=1&total=1",2010-05-18,0.004
"6837","111013576","./detail.php?lic-id=111013576&sequence=1&total=1",2010-05-15,0.004
"6838","111013577","./detail.php?lic-id=111013577&sequence=1&total=1",2010-05-26,0.005
"6839","111013578","./detail.php?lic-id=111013578&sequence=1&total=1",2010-05-21,0.02
"6840","111013579","./detail.php?lic-id=111013579&sequence=1&total=1",2010-06-04,0.008
"6841","111013580","./detail.php?lic-id=111013580&sequence=1&total=1",2010-05-20,0.009
"6842","111013581","./detail.php?lic-id=111013581&sequence=1&total=1",2010-05-18,0.004
"6843","111013582","./detail.php?lic-id=111013582&sequence=1&total=1",2010-06-05,0.005
"6844","111013583","./detail.php?lic-id=111013583&sequence=1&total=1",2010-05-15,0.005
"6845","111013585","./detail.php?lic-id=111013585&sequence=1&total=1",2010-04-30,0.015
"6846","111013586","./detail.php?lic-id=111013586&sequence=1,2&total=2",2010-05-20,0.017
"6847","111013587","./detail.php?lic-id=111013587&sequence=1,2&total=2",2010-05-15,0.01
"6848","111013588","./detail.php?lic-id=111013588&sequence=1&total=1",2010-05-18,0.005
"6849","111013589","./detail.php?lic-id=111013589&sequence=1&total=1",2010-05-19,0.006
"6850","111013590","./detail.php?lic-id=111013590&sequence=1&total=1",2010-05-15,0.006
"6851","111013591","./detail.php?lic-id=111013591&sequence=1&total=1",2010-05-20,0.005
"6852","111013592","./detail.php?lic-id=111013592&sequence=1&total=1",2010-05-14,0.004
"6853","111013593","./detail.php?lic-id=111013593&sequence=1&total=1",2010-08-07,0.005
"6854","111013594","./detail.php?lic-id=111013594&sequence=1&total=1",2010-08-27,0.005
"6855","111013595","./detail.php?lic-id=111013595&sequence=1&total=1",2010-05-20,0.005
"6856","111013596","./detail.php?lic-id=111013596&sequence=1,2&total=2",2010-05-20,0.026
"6857","111013597","./detail.php?lic-id=111013597&sequence=1,2&total=2",2010-04-28,0.063
"6858","111013599","./detail.php?lic-id=111013599&sequence=1&total=1",2010-05-22,0.005
"6859","111013600","./detail.php?lic-id=111013600&sequence=1&total=1",2010-05-20,0.01
"6860","111013601","./detail.php?lic-id=111013601&sequence=1,2&total=2",2010-05-07,0.012
"6861","111013602","./detail.php?lic-id=111013602&sequence=1,2&total=2",2010-07-14,0.052
"6862","111013603","./detail.php?lic-id=111013603&sequence=1&total=1",2010-05-15,0.005
"6863","111013604","./detail.php?lic-id=111013604&sequence=1&total=1",2010-05-14,0.005
"6864","111013605","./detail.php?lic-id=111013605&sequence=1&total=1",2010-05-13,1.531
"6865","111013606","./detail.php?lic-id=111013606&sequence=1,2&total=2",2010-05-26,0.035
"6866","111013607","./detail.php?lic-id=111013607&sequence=1&total=1",2010-05-19,0.005
"6867","111013608","./detail.php?lic-id=111013608&sequence=1&total=1",2010-05-25,0.01
"6868","111013609","./detail.php?lic-id=111013609&sequence=1,2&total=2",2010-05-14,0.019
"6869","111013610","./detail.php?lic-id=111013610&sequence=1&total=1",2010-06-26,0.01
"6870","111013611","./detail.php?lic-id=111013611&sequence=1&total=1",2010-05-25,0.005
"6871","111013612","./detail.php?lic-id=111013612&sequence=1&total=1",2010-05-15,0.005
"6872","111013613","./detail.php?lic-id=111013613&sequence=1&total=1",2010-05-22,0.006
"6873","111013614","./detail.php?lic-id=111013614&sequence=1&total=1",2010-05-19,0.01
"6874","111013615","./detail.php?lic-id=111013615&sequence=1,2&total=2",2010-05-15,0.01
"6875","111013616","./detail.php?lic-id=111013616&sequence=1&total=1",2010-05-21,0.004
"6876","111013617","./detail.php?lic-id=111013617&sequence=1&total=1",2010-05-18,0.005
"6877","111013619","./detail.php?lic-id=111013619&sequence=1&total=1",2010-05-29,0.007
"6878","111013620","./detail.php?lic-id=111013620&sequence=1&total=1",2010-05-19,0.008
"6879","111013621","./detail.php?lic-id=111013621&sequence=1&total=1",2010-04-30,0.004
"6880","111013622","./detail.php?lic-id=111013622&sequence=1&total=1",2010-05-14,0.008
"6881","111013623","./detail.php?lic-id=111013623&sequence=1&total=1",2010-05-14,0.005
"6882","111013624","./detail.php?lic-id=111013624&sequence=1&total=1",2010-05-18,0.005
"6883","111013625","./detail.php?lic-id=111013625&sequence=1&total=1",2010-05-19,0.005
"6884","111013626","./detail.php?lic-id=111013626&sequence=1&total=1",2010-04-28,0.05
"6885","111013627","./detail.php?lic-id=111013627&sequence=1&total=1",2010-05-07,1.51
"6886","111013628","./detail.php?lic-id=111013628&sequence=1&total=1",2010-05-18,0.007
"6887","111013629","./detail.php?lic-id=111013629&sequence=1,2&total=2",2010-06-23,0.031
"6888","111013630","./detail.php?lic-id=111013630&sequence=1&total=1",2010-06-03,0.994
"6889","111013632","./detail.php?lic-id=111013632&sequence=1&total=1",2010-05-27,2.393
"6890","111013633","./detail.php?lic-id=111013633&sequence=1&total=1",2010-05-25,0.005
"6891","111013634","./detail.php?lic-id=111013634&sequence=1&total=1",2010-05-27,1.053
"6892","111013635","./detail.php?lic-id=111013635&sequence=1&total=1",2010-05-22,0.003
"6893","111013636","./detail.php?lic-id=111013636&sequence=1&total=1",2010-05-19,0.02
"6894","111013637","./detail.php?lic-id=111013637&sequence=1,2&total=2",2010-05-19,0.01
"6895","111013638","./detail.php?lic-id=111013638&sequence=1&total=1",2010-05-26,0.005
"6896","111013639","./detail.php?lic-id=111013639&sequence=1&total=1",2010-05-28,0.005
"6897","111013640","./detail.php?lic-id=111013640&sequence=1&total=1",2010-06-01,0.004
"6898","111013641","./detail.php?lic-id=111013641&sequence=1&total=1",2010-06-01,0.004
"6899","111013642","./detail.php?lic-id=111013642&sequence=1&total=1",2010-05-25,0.005
"6900","111013643","./detail.php?lic-id=111013643&sequence=1&total=1",2010-05-19,0.003
"6901","111013645","./detail.php?lic-id=111013645&sequence=1,2&total=2",2010-05-21,0.015
"6902","111013647","./detail.php?lic-id=111013647&sequence=1&total=1",2010-05-26,0.03
"6903","111013648","./detail.php?lic-id=111013648&sequence=1,2&total=2",2010-05-20,0.013
"6904","111013649","./detail.php?lic-id=111013649&sequence=1&total=1",2010-05-20,0.011
"6905","111013650","./detail.php?lic-id=111013650&sequence=1&total=1",2010-05-07,0.59
"6906","111013651","./detail.php?lic-id=111013651&sequence=1&total=1",2010-05-18,0.003
"6907","111013652","./detail.php?lic-id=111013652&sequence=1&total=1",2010-05-29,0.005
"6908","111013653","./detail.php?lic-id=111013653&sequence=1&total=1",2010-05-26,0.005
"6909","111013654","./detail.php?lic-id=111013654&sequence=1&total=1",2010-05-19,0.005
"6910","111013655","./detail.php?lic-id=111013655&sequence=1&total=1",2010-05-05,0.014
"6911","111013656","./detail.php?lic-id=111013656&sequence=1&total=1",2010-06-04,0.005
"6912","111013657","./detail.php?lic-id=111013657&sequence=1&total=1",2010-05-03,0.005
"6913","111013658","./detail.php?lic-id=111013658&sequence=1&total=1",2010-05-03,0.014
"6914","111013659","./detail.php?lic-id=111013659&sequence=1&total=1",2010-05-03,0.04
"6915","111013660","./detail.php?lic-id=111013660&sequence=1,2&total=2",2010-05-10,1.472
"6916","111013661","./detail.php?lic-id=111013661&sequence=1&total=1",2010-05-19,0.005
"6917","111013662","./detail.php?lic-id=111013662&sequence=1&total=1",2010-06-01,0.008
"6918","111013663","./detail.php?lic-id=111013663&sequence=1&total=1",2010-05-19,0.008
"6919","111013664","./detail.php?lic-id=111013664&sequence=1&total=1",2010-05-22,0.003
"6920","111013665","./detail.php?lic-id=111013665&sequence=1&total=1",2010-05-19,0.004
"6921","111013666","./detail.php?lic-id=111013666&sequence=1&total=1",2010-06-04,0.007
"6922","111013667","./detail.php?lic-id=111013667&sequence=1,2&total=2",2010-05-18,0.025
"6923","111013668","./detail.php?lic-id=111013668&sequence=1&total=1",2010-06-16,0.01
"6924","111013671","./detail.php?lic-id=111013671&sequence=1&total=1",2010-05-19,0.005
"6925","111013673","./detail.php?lic-id=111013673&sequence=1&total=1",2010-05-19,0.004
"6926","111013674","./detail.php?lic-id=111013674&sequence=1,2,3&total=3",2010-05-19,0.045
"6927","111013676","./detail.php?lic-id=111013676&sequence=1&total=1",2010-05-18,0.009
"6928","111013677","./detail.php?lic-id=111013677&sequence=1&total=1",2010-05-18,0.005
"6929","111013678","./detail.php?lic-id=111013678&sequence=1&total=1",2010-05-20,0.212
"6930","111013679","./detail.php?lic-id=111013679&sequence=1&total=1",2010-05-19,0.019
"6931","111013680","./detail.php?lic-id=111013680&sequence=1&total=1",2010-05-25,0.005
"6932","111013681","./detail.php?lic-id=111013681&sequence=1&total=1",2010-06-01,0.004
"6933","111013682","./detail.php?lic-id=111013682&sequence=1&total=1",2010-06-01,0.003
"6934","111013683","./detail.php?lic-id=111013683&sequence=1&total=1",2010-05-26,0.004
"6935","111013684","./detail.php?lic-id=111013684&sequence=1&total=1",2010-05-28,0.005
"6936","111013685","./detail.php?lic-id=111013685&sequence=1&total=1",2010-05-21,0.009
"6937","111013686","./detail.php?lic-id=111013686&sequence=1&total=1",2010-06-03,0.005
"6938","111013687","./detail.php?lic-id=111013687&sequence=1&total=1",2010-05-28,0.005
"6939","111013688","./detail.php?lic-id=111013688&sequence=1&total=1",2010-05-20,0.005
"6940","111013690","./detail.php?lic-id=111013690&sequence=1&total=1",2010-06-12,0.003
"6941","111013691","./detail.php?lic-id=111013691&sequence=1&total=1",2010-05-18,0.005
"6942","111013692","./detail.php?lic-id=111013692&sequence=1,2&total=2",2010-05-12,0.113
"6943","111013694","./detail.php?lic-id=111013694&sequence=1&total=1",2010-05-24,0.005
"6944","111013696","./detail.php?lic-id=111013696&sequence=1&total=1",2010-05-28,0.005
"6945","111013697","./detail.php?lic-id=111013697&sequence=1&total=1",2010-05-22,0.005
"6946","111013698","./detail.php?lic-id=111013698&sequence=1&total=1",2010-05-25,0.002
"6947","111013699","./detail.php?lic-id=111013699&sequence=1&total=1",2010-05-03,0.994
"6948","111013700","./detail.php?lic-id=111013700&sequence=1&total=1",2010-05-18,0.005
"6949","111013701","./detail.php?lic-id=111013701&sequence=1&total=1",2010-05-19,0.018
"6950","111013702","./detail.php?lic-id=111013702&sequence=1&total=1",2010-05-21,0.004
"6951","111013703","./detail.php?lic-id=111013703&sequence=1,2,3,4&total=4",2010-05-20,0.145
"6952","111013704","./detail.php?lic-id=111013704&sequence=1&total=1",2010-06-03,0.006
"6953","111013705","./detail.php?lic-id=111013705&sequence=1&total=1",2010-06-02,0.004
"6954","111013706","./detail.php?lic-id=111013706&sequence=1&total=1",2010-04-30,0.204
"6955","111013707","./detail.php?lic-id=111013707&sequence=1&total=1",2010-07-02,0.01
"6956","111013708","./detail.php?lic-id=111013708&sequence=1&total=1",2010-05-22,0.009
"6957","111013709","./detail.php?lic-id=111013709&sequence=1&total=1",2010-05-20,0.005
"6958","111013711","./detail.php?lic-id=111013711&sequence=1&total=1",2010-06-01,0.004
"6959","111013712","./detail.php?lic-id=111013712&sequence=1&total=1",2010-05-20,0.005
"6960","111013713","./detail.php?lic-id=111013713&sequence=1,2,3&total=3",2010-05-20,0.02
"6961","111013714","./detail.php?lic-id=111013714&sequence=1&total=1",2010-05-13,0.03
"6962","111013715","./detail.php?lic-id=111013715&sequence=1&total=1",2010-10-16,0.005
"6963","111013716","./detail.php?lic-id=111013716&sequence=1&total=1",2010-05-25,0.051
"6964","111013717","./detail.php?lic-id=111013717&sequence=1&total=1",2010-05-29,0.005
"6965","111013718","./detail.php?lic-id=111013718&sequence=1&total=1",2010-05-28,0.005
"6966","111013719","./detail.php?lic-id=111013719&sequence=1&total=1",2010-05-29,0.009
"6967","111013720","./detail.php?lic-id=111013720&sequence=1&total=1",2010-05-20,0.005
"6968","111013721","./detail.php?lic-id=111013721&sequence=1&total=1",2010-05-20,0.005
"6969","111013722","./detail.php?lic-id=111013722&sequence=1&total=1",2010-05-20,0.005
"6970","111013723","./detail.php?lic-id=111013723&sequence=1&total=1",2010-05-20,0.003
"6971","111013724","./detail.php?lic-id=111013724&sequence=1,2&total=2",2010-05-26,0.043
"6972","111013726","./detail.php?lic-id=111013726&sequence=1&total=1",2010-05-28,0.005
"6973","111013727","./detail.php?lic-id=111013727&sequence=1&total=1",2010-05-28,0.011
"6974","111013728","./detail.php?lic-id=111013728&sequence=1&total=1",2010-05-25,0.005
"6975","111013729","./detail.php?lic-id=111013729&sequence=1&total=1",2010-06-10,0.005
"6976","111013730","./detail.php?lic-id=111013730&sequence=1&total=1",2010-05-22,0.004
"6977","111013731","./detail.php?lic-id=111013731&sequence=1,2&total=2",2010-05-25,0.015
"6978","111013732","./detail.php?lic-id=111013732&sequence=1&total=1",2010-05-20,0.005
"6979","111013733","./detail.php?lic-id=111013733&sequence=1,2&total=2",2010-05-01,0.012
"6980","111013734","./detail.php?lic-id=111013734&sequence=1&total=1",2010-05-25,0.009
"6981","111013735","./detail.php?lic-id=111013735&sequence=1&total=1",2010-05-28,0.011
"6982","111013736","./detail.php?lic-id=111013736&sequence=1&total=1",2010-05-25,0.005
"6983","111013737","./detail.php?lic-id=111013737&sequence=1&total=1",2010-05-22,0.007
"6984","111013738","./detail.php?lic-id=111013738&sequence=1&total=1",2010-06-12,0.006
"6985","111013739","./detail.php?lic-id=111013739&sequence=1,2&total=2",2010-05-26,0.018
"6986","111013740","./detail.php?lic-id=111013740&sequence=1&total=1",2010-05-25,0.005
"6987","111013741","./detail.php?lic-id=111013741&sequence=1&total=1",2010-05-26,0.004
"6988","111013742","./detail.php?lic-id=111013742&sequence=1&total=1",2010-05-29,0.005
"6989","111013743","./detail.php?lic-id=111013743&sequence=1&total=1",2010-06-01,0.005
"6990","111013744","./detail.php?lic-id=111013744&sequence=1&total=1",2010-06-01,0.006
"6991","111013745","./detail.php?lic-id=111013745&sequence=1&total=1",2010-06-24,0.009
"6992","111013746","./detail.php?lic-id=111013746&sequence=1&total=1",2010-06-01,0.01
"6993","111013747","./detail.php?lic-id=111013747&sequence=1&total=1",2010-05-29,0.005
"6994","111013750","./detail.php?lic-id=111013750&sequence=1&total=1",2010-05-25,0.005
"6995","111013751","./detail.php?lic-id=111013751&sequence=1&total=1",2010-05-21,0.005
"6996","111013753","./detail.php?lic-id=111013753&sequence=1&total=1",2010-05-27,0.01
"6997","111013754","./detail.php?lic-id=111013754&sequence=1&total=1",2010-06-02,0.005
"6998","111013755","./detail.php?lic-id=111013755&sequence=1&total=1",2010-07-08,0.008
"6999","111013756","./detail.php?lic-id=111013756&sequence=1,2,3,4&total=4",2010-06-01,0.096
"7000","111013757","./detail.php?lic-id=111013757&sequence=1&total=1",2010-05-22,0.005
"7001","111013758","./detail.php?lic-id=111013758&sequence=1&total=1",2010-05-22,0.005
"7002","111013759","./detail.php?lic-id=111013759&sequence=1&total=1",2010-05-28,0.004
"7003","111013760","./detail.php?lic-id=111013760&sequence=1&total=1",2010-05-31,0.04
"7004","111013761","./detail.php?lic-id=111013761&sequence=1&total=1",2010-05-29,0.003
"7005","111013762","./detail.php?lic-id=111013762&sequence=1&total=1",2010-05-21,0.005
"7006","111013763","./detail.php?lic-id=111013763&sequence=1&total=1",2010-05-22,0.004
"7007","111013766","./detail.php?lic-id=111013766&sequence=1&total=1",2010-05-26,0.005
"7008","111013767","./detail.php?lic-id=111013767&sequence=1&total=1",2010-05-21,0.005
"7009","111013768","./detail.php?lic-id=111013768&sequence=1&total=1",2010-05-27,0.009
"7010","111013769","./detail.php?lic-id=111013769&sequence=1&total=1",2010-05-20,0.01
"7011","111013770","./detail.php?lic-id=111013770&sequence=1&total=1",2010-05-25,0.005
"7012","111013771","./detail.php?lic-id=111013771&sequence=1&total=1",2010-05-22,0.006
"7013","111013773","./detail.php?lic-id=111013773&sequence=1&total=1",2010-05-20,0.005
"7014","111013774","./detail.php?lic-id=111013774&sequence=1&total=1",2010-05-25,0.005
"7015","111013775","./detail.php?lic-id=111013775&sequence=1,2&total=2",2010-05-21,0.008
"7016","111013776","./detail.php?lic-id=111013776&sequence=1&total=1",2010-06-02,0.005
"7017","111013777","./detail.php?lic-id=111013777&sequence=1&total=1",2010-05-22,0.005
"7018","111013778","./detail.php?lic-id=111013778&sequence=1&total=1",2010-05-26,0.006
"7019","111013779","./detail.php?lic-id=111013779&sequence=1&total=1",2010-05-21,0.005
"7020","111013780","./detail.php?lic-id=111013780&sequence=1&total=1",2010-05-26,0.003
"7021","111013782","./detail.php?lic-id=111013782&sequence=1&total=1",2010-05-22,0.005
"7022","111013784","./detail.php?lic-id=111013784&sequence=1&total=1",2010-06-09,0.011
"7023","111013785","./detail.php?lic-id=111013785&sequence=1&total=1",2010-05-27,0.01
"7024","111013786","./detail.php?lic-id=111013786&sequence=1&total=1",2010-05-29,0.005
"7025","111013787","./detail.php?lic-id=111013787&sequence=1&total=1",2010-05-21,0.005
"7026","111013788","./detail.php?lic-id=111013788&sequence=1&total=1",2010-06-24,0.158
"7027","111013789","./detail.php?lic-id=111013789&sequence=1&total=1",2010-05-21,0.007
"7028","111013790","./detail.php?lic-id=111013790&sequence=1&total=1",2010-05-26,0.003
"7029","111013791","./detail.php?lic-id=111013791&sequence=1&total=1",2010-05-21,0.005
"7030","111013792","./detail.php?lic-id=111013792&sequence=1&total=1",2010-05-22,0.005
"7031","111013793","./detail.php?lic-id=111013793&sequence=1&total=1",2010-05-10,0.01
"7032","111013794","./detail.php?lic-id=111013794&sequence=1&total=1",2010-05-22,0.017
"7033","111013796","./detail.php?lic-id=111013796&sequence=1&total=1",2010-06-03,0.004
"7034","111013797","./detail.php?lic-id=111013797&sequence=1&total=1",2010-05-27,0.002
"7035","111013798","./detail.php?lic-id=111013798&sequence=1&total=1",2010-05-13,0.006
"7036","111013799","./detail.php?lic-id=111013799&sequence=1&total=1",2010-05-29,0.003
"7037","111013800","./detail.php?lic-id=111013800&sequence=1&total=1",2010-05-21,0.01
"7038","111013801","./detail.php?lic-id=111013801&sequence=1&total=1",2010-05-21,0.005
"7039","111013802","./detail.php?lic-id=111013802&sequence=1&total=1",2010-05-26,0.005
"7040","111013803","./detail.php?lic-id=111013803&sequence=1&total=1",2010-05-28,0.019
"7041","111013804","./detail.php?lic-id=111013804&sequence=1&total=1",2010-05-28,0.004
"7042","111013805","./detail.php?lic-id=111013805&sequence=1&total=1",2010-05-22,0.066
"7043","111013806","./detail.php?lic-id=111013806&sequence=1&total=1",2010-05-25,0.005
"7044","111013808","./detail.php?lic-id=111013808&sequence=1&total=1",2010-05-25,0.006
"7045","111013809","./detail.php?lic-id=111013809&sequence=1&total=1",2010-06-02,0.006
"7046","111013810","./detail.php?lic-id=111013810&sequence=1&total=1",2010-06-11,0.004
"7047","111013811","./detail.php?lic-id=111013811&sequence=1&total=1",2010-05-22,0.012
"7048","111013812","./detail.php?lic-id=111013812&sequence=1&total=1",2010-05-29,0.005
"7049","111013813","./detail.php?lic-id=111013813&sequence=1&total=1",2010-05-26,0.002
"7050","111013814","./detail.php?lic-id=111013814&sequence=1&total=1",2010-05-26,0.005
"7051","111013815","./detail.php?lic-id=111013815&sequence=1&total=1",2010-05-28,0.06
"7052","111013816","./detail.php?lic-id=111013816&sequence=1&total=1",2010-06-03,0.005
"7053","111013817","./detail.php?lic-id=111013817&sequence=1&total=1",2010-05-25,0.013
"7054","111013818","./detail.php?lic-id=111013818&sequence=1&total=1",2010-06-04,0.003
"7055","111013819","./detail.php?lic-id=111013819&sequence=1&total=1",2010-05-26,0.005
"7056","111013820","./detail.php?lic-id=111013820&sequence=1&total=1",2010-05-28,0.005
"7057","111013821","./detail.php?lic-id=111013821&sequence=1&total=1",2010-05-25,0.004
"7058","111013822","./detail.php?lic-id=111013822&sequence=1&total=1",2010-05-29,0.005
"7059","111013823","./detail.php?lic-id=111013823&sequence=1&total=1",2010-05-29,0.005
"7060","111013824","./detail.php?lic-id=111013824&sequence=1,2&total=2",2010-05-25,0.014
"7061","111013825","./detail.php?lic-id=111013825&sequence=1&total=1",2010-05-25,0.005
"7062","111013826","./detail.php?lic-id=111013826&sequence=1&total=1",2010-06-08,0.005
"7063","111013828","./detail.php?lic-id=111013828&sequence=1&total=1",2010-05-29,0.006
"7064","111013829","./detail.php?lic-id=111013829&sequence=1,2&total=2",2010-06-02,0.029
"7065","111013830","./detail.php?lic-id=111013830&sequence=1&total=1",2010-05-25,0.005
"7066","111013831","./detail.php?lic-id=111013831&sequence=1&total=1",2010-06-03,0.005
"7067","111013832","./detail.php?lic-id=111013832&sequence=1&total=1",2010-05-25,0.006
"7068","111013833","./detail.php?lic-id=111013833&sequence=1&total=1",2010-05-29,0.003
"7069","111013834","./detail.php?lic-id=111013834&sequence=1&total=1",2010-06-01,0.014
"7070","111013836","./detail.php?lic-id=111013836&sequence=1&total=1",2010-05-25,0.004
"7071","111013837","./detail.php?lic-id=111013837&sequence=1&total=1",2010-05-27,0.005
"7072","111013838","./detail.php?lic-id=111013838&sequence=1,2&total=2",2010-05-29,0.013
"7073","111013839","./detail.php?lic-id=111013839&sequence=1&total=1",2010-05-28,0.005
"7074","111013840","./detail.php?lic-id=111013840&sequence=1&total=1",2010-07-02,0.005
"7075","111013841","./detail.php?lic-id=111013841&sequence=1&total=1",2010-05-29,0.005
"7076","111013842","./detail.php?lic-id=111013842&sequence=1&total=1",2010-06-01,0.005
"7077","111013843","./detail.php?lic-id=111013843&sequence=1&total=1",2010-06-03,0.003
"7078","111013844","./detail.php?lic-id=111013844&sequence=1&total=1",2010-05-11,0.005
"7079","111013845","./detail.php?lic-id=111013845&sequence=1&total=1",2010-05-29,0.005
"7080","111013846","./detail.php?lic-id=111013846&sequence=1&total=1",2010-05-31,0.45
"7081","111013847","./detail.php?lic-id=111013847&sequence=1&total=1",2010-06-03,0.491
"7082","111013848","./detail.php?lic-id=111013848&sequence=1&total=1",2010-06-15,0.01
"7083","111013851","./detail.php?lic-id=111013851&sequence=1&total=1",2010-06-02,0.005
"7084","111013852","./detail.php?lic-id=111013852&sequence=1&total=1",2010-05-25,0.005
"7085","111013853","./detail.php?lic-id=111013853&sequence=1&total=1",2010-06-18,0.006
"7086","111013854","./detail.php?lic-id=111013854&sequence=1&total=1",2010-05-29,0.008
"7087","111013855","./detail.php?lic-id=111013855&sequence=1&total=1",2010-06-02,2.521
"7088","111013856","./detail.php?lic-id=111013856&sequence=1&total=1",2010-05-27,0.003
"7089","111013857","./detail.php?lic-id=111013857&sequence=1&total=1",2010-05-29,0.003
"7090","111013858","./detail.php?lic-id=111013858&sequence=1&total=1",2010-05-26,0.002
"7091","111013859","./detail.php?lic-id=111013859&sequence=1&total=1",2010-06-29,0.012
"7092","111013860","./detail.php?lic-id=111013860&sequence=1&total=1",2010-05-25,0.006
"7093","111013861","./detail.php?lic-id=111013861&sequence=1&total=1",2010-05-27,0.005
"7094","111013862","./detail.php?lic-id=111013862&sequence=1&total=1",2010-05-26,0.005
"7095","111013863","./detail.php?lic-id=111013863&sequence=1&total=1",2010-05-27,0.007
"7096","111013864","./detail.php?lic-id=111013864&sequence=1&total=1",2010-05-26,0.005
"7097","111013865","./detail.php?lic-id=111013865&sequence=1&total=1",2010-06-03,0.004
"7098","111013866","./detail.php?lic-id=111013866&sequence=1&total=1",2010-06-01,0.021
"7099","111013868","./detail.php?lic-id=111013868&sequence=1&total=1",2010-06-11,1.55
"7100","111013869","./detail.php?lic-id=111013869&sequence=1,2&total=2",2010-05-17,0.01
"7101","111013870","./detail.php?lic-id=111013870&sequence=1&total=1",2010-05-29,0.007
"7102","111013871","./detail.php?lic-id=111013871&sequence=1&total=1",2010-05-29,0.003
"7103","111013872","./detail.php?lic-id=111013872&sequence=1&total=1",2010-05-29,0.006
"7104","111013873","./detail.php?lic-id=111013873&sequence=1&total=1",2010-05-17,0.199
"7105","111013874","./detail.php?lic-id=111013874&sequence=1,2&total=2",2010-06-02,0.037
"7106","111013876","./detail.php?lic-id=111013876&sequence=1&total=1",2010-05-28,0.01
