"","id","urls","datum","vykon"
"55","110102593","./detail.php?lic-id=110102593&sequence=1,2,3&total=3",2002-01-18,0.047
"56","110102740","./detail.php?lic-id=110102740&sequence=1,2&total=2",2002-02-01,0.129
"57","110102854","./detail.php?lic-id=110102854&sequence=1&total=1",2002-02-08,0.004
"58","110102857","./detail.php?lic-id=110102857&sequence=1,2,3&total=3",2002-02-08,0.03
"59","110102866","./detail.php?lic-id=110102866&sequence=1,2&total=2",2002-02-08,0.005
"60","110103169","./detail.php?lic-id=110103169&sequence=2,3,4&total=3",2002-05-21,0.026
"61","110103242","./detail.php?lic-id=110103242&sequence=1,2&total=2",2002-04-29,0.003
"62","110103247","./detail.php?lic-id=110103247&sequence=2&total=1",2002-03-04,0.003
"63","110103279","./detail.php?lic-id=110103279&sequence=1,2&total=2",2002-04-05,0.014
"64","110103332","./detail.php?lic-id=110103332&sequence=1,2&total=2",2002-05-24,0.03
"65","110202386","./detail.php?lic-id=110202386&sequence=1,2,3&total=3",2002-03-14,0.455
"66","110202510","./detail.php?lic-id=110202510&sequence=1,2&total=2",2002-03-26,0.005
"67","110202527","./detail.php?lic-id=110202527&sequence=1,2&total=2",2002-02-13,0.094
"68","110202575","./detail.php?lic-id=110202575&sequence=1,2&total=2",2002-03-07,0.029
"69","110202615","./detail.php?lic-id=110202615&sequence=1,2,3,4&total=4",2002-02-12,0.183
"70","110202617","./detail.php?lic-id=110202617&sequence=1,2,3&total=3",2002-03-15,0.021
"71","110202690","./detail.php?lic-id=110202690&sequence=1,2&total=2",2002-03-12,0.015
"72","110202693","./detail.php?lic-id=110202693&sequence=1,2&total=2",2002-01-24,0.03
"73","110202953","./detail.php?lic-id=110202953&sequence=1,2&total=2",2002-03-13,0.005
"74","110202987","./detail.php?lic-id=110202987&sequence=2,3,4&total=3",2002-02-19,0.051
"75","110203435","./detail.php?lic-id=110203435&sequence=1,2,3&total=3",2002-03-26,0.005
"76","110203450","./detail.php?lic-id=110203450&sequence=1,2&total=2",2002-03-13,0.01
"77","110203513","./detail.php?lic-id=110203513&sequence=1,2&total=2",2002-05-08,0.005
"78","110203583","./detail.php?lic-id=110203583&sequence=1,2,3&total=3",2002-06-20,0.047
"79","110203618","./detail.php?lic-id=110203618&sequence=1,2&total=2",2002-09-01,0.02
"80","110203755","./detail.php?lic-id=110203755&sequence=1,2,3&total=3",2003-01-07,0.005
"81","110303841","./detail.php?lic-id=110303841&sequence=1,2&total=2",2003-03-06,0.005
"82","110303876","./detail.php?lic-id=110303876&sequence=1,2,3&total=3",2003-06-01,0.008
"83","110303885","./detail.php?lic-id=110303885&sequence=1,2&total=2",2003-06-23,0.029
"84","110303972","./detail.php?lic-id=110303972&sequence=1,2&total=2",2003-08-01,0.005
"85","110304063","./detail.php?lic-id=110304063&sequence=1,2,3&total=3",2003-12-05,0.06
"86","110304087","./detail.php?lic-id=110304087&sequence=1&total=1",2004-05-15,0.002
"87","110304098","./detail.php?lic-id=110304098&sequence=1,2&total=2",2004-02-01,0.03
"88","110404108","./detail.php?lic-id=110404108&sequence=1,2&total=2",2004-02-01,0.393
"89","110404170","./detail.php?lic-id=110404170&sequence=1&total=1",2004-05-01,0.019
"90","110404206","./detail.php?lic-id=110404206&sequence=1&total=1",2004-06-04,0.001
"91","110404213","./detail.php?lic-id=110404213&sequence=1,2&total=2",2004-05-20,0.028
"92","110404256","./detail.php?lic-id=110404256&sequence=1&total=1",2004-07-01,0.02
"93","110404278","./detail.php?lic-id=110404278&sequence=1&total=1",2004-07-23,0.006
"94","110404280","./detail.php?lic-id=110404280&sequence=1,2&total=2",2004-07-26,0.015
"95","110404356","./detail.php?lic-id=110404356&sequence=1&total=1",2004-12-02,0.02
"96","110404372","./detail.php?lic-id=110404372&sequence=1,2,3&total=3",2004-11-15,0.048
"97","110404380","./detail.php?lic-id=110404380&sequence=1,2,3,4,5,6,8,9,10,11&total=10",2005-01-17,0.962
"98","110504638","./detail.php?lic-id=110504638&sequence=1,2,3,4,5,6,7,8&total=8",2005-07-21,0.152
"99","110504699","./detail.php?lic-id=110504699&sequence=1,2,3,4,5,6,7,8&total=8",2005-07-08,0.73
"100","110504701","./detail.php?lic-id=110504701&sequence=1&total=1",2005-07-13,0.001
"101","110504702","./detail.php?lic-id=110504702&sequence=1,2&total=2",2005-06-09,0.04
"102","110504710","./detail.php?lic-id=110504710&sequence=2,3,4,5&total=4",2005-09-09,0.055
"103","110504726","./detail.php?lic-id=110504726&sequence=1&total=1",2005-09-07,0.001
"104","110504837","./detail.php?lic-id=110504837&sequence=1,2,3,4,5,6&total=6",2006-01-28,0.077
"105","110604861","./detail.php?lic-id=110604861&sequence=1,2,3&total=3",2006-04-01,0.04
"106","110604867","./detail.php?lic-id=110604867&sequence=1,2,3&total=3",2006-03-18,0.059
"107","110604892","./detail.php?lic-id=110604892&sequence=1,2,3&total=3",2006-04-10,0.026
"108","110604893","./detail.php?lic-id=110604893&sequence=1,2,5,6&total=4",2006-04-19,0.068
"109","110604897","./detail.php?lic-id=110604897&sequence=1,2&total=2",2006-04-18,0.11
"110","110604902","./detail.php?lic-id=110604902&sequence=1,2,3,4,5,6&total=6",2006-04-11,0.05
"111","110604910","./detail.php?lic-id=110604910&sequence=1&total=1",2006-05-18,0.001
"112","110604916","./detail.php?lic-id=110604916&sequence=1&total=1",2006-06-09,0.04
"113","110604922","./detail.php?lic-id=110604922&sequence=1&total=1",2006-06-16,0.001
"114","110604932","./detail.php?lic-id=110604932&sequence=1&total=1",2006-07-29,0.001
"115","110604944","./detail.php?lic-id=110604944&sequence=1,2&total=2",2006-06-22,0.01
"116","110604946","./detail.php?lic-id=110604946&sequence=1&total=1",2006-07-08,0.013
"117","110604959","./detail.php?lic-id=110604959&sequence=1,2&total=2",2006-07-28,0.03
"118","110604972","./detail.php?lic-id=110604972&sequence=1,2&total=2",2006-09-05,0.148
"119","110604977","./detail.php?lic-id=110604977&sequence=1,2&total=2",2006-08-03,0.07
"120","110604982","./detail.php?lic-id=110604982&sequence=1,2&total=2",2006-08-19,0.008
"121","110605011","./detail.php?lic-id=110605011&sequence=1,2,3,6&total=4",2006-08-21,0.166
"122","110605039","./detail.php?lic-id=110605039&sequence=1&total=1",2007-10-30,0.129
"123","110605041","./detail.php?lic-id=110605041&sequence=2,3&total=2",2006-09-22,0.039
"124","110605042","./detail.php?lic-id=110605042&sequence=1,2&total=2",2006-09-29,0.025
"125","110605046","./detail.php?lic-id=110605046&sequence=1&total=1",2006-11-20,0.005
"126","110605047","./detail.php?lic-id=110605047&sequence=1,2&total=2",2006-11-20,0.007
"127","110605053","./detail.php?lic-id=110605053&sequence=1,2,3,4&total=4",2007-01-27,3
"128","110605062","./detail.php?lic-id=110605062&sequence=1,2&total=2",2007-08-07,0.989
"129","110605099","./detail.php?lic-id=110605099&sequence=1,2&total=2",2007-01-01,0.03
"130","110605108","./detail.php?lic-id=110605108&sequence=1&total=1",2006-12-28,0.006
"131","110605132","./detail.php?lic-id=110605132&sequence=1,2,3&total=3",2007-01-02,0.01
"132","110605143","./detail.php?lic-id=110605143&sequence=1&total=1",2007-01-05,0.002
"133","110605146","./detail.php?lic-id=110605146&sequence=1&total=1",2007-01-23,0.032
"134","110705165","./detail.php?lic-id=110705165&sequence=1,2,3,4,5,6&total=6",2007-05-23,0.117
"135","110705172","./detail.php?lic-id=110705172&sequence=1,2&total=2",2007-03-01,0.01
"136","110705180","./detail.php?lic-id=110705180&sequence=1&total=1",2007-03-03,0.003
"137","110705184","./detail.php?lic-id=110705184&sequence=1,2,3,4,5&total=5",2007-03-02,0.124
"138","110705194","./detail.php?lic-id=110705194&sequence=1,2&total=2",2007-03-14,0.023
"139","110705214","./detail.php?lic-id=110705214&sequence=1&total=1",2007-05-08,0.016
"140","110705221","./detail.php?lic-id=110705221&sequence=1&total=1",2007-04-17,0.003
"141","110705224","./detail.php?lic-id=110705224&sequence=1,2,3,4,5&total=5",2007-04-21,0.128
"142","110705225","./detail.php?lic-id=110705225&sequence=1,2,3&total=3",2007-05-02,0.015
"143","110705226","./detail.php?lic-id=110705226&sequence=1&total=1",2007-04-05,0.003
"144","110705228","./detail.php?lic-id=110705228&sequence=1&total=1",2007-04-27,0.006
"145","110705244","./detail.php?lic-id=110705244&sequence=1&total=1",2007-05-23,0.004
"146","110705248","./detail.php?lic-id=110705248&sequence=1&total=1",2007-05-21,0.005
"147","110705252","./detail.php?lic-id=110705252&sequence=1&total=1",2007-05-30,0.004
"148","110705254","./detail.php?lic-id=110705254&sequence=1&total=1",2007-05-23,0.009
"149","110705256","./detail.php?lic-id=110705256&sequence=1&total=1",2007-06-18,0.002
"150","110705257","./detail.php?lic-id=110705257&sequence=1,2&total=2",2007-05-25,0.025
"151","110705258","./detail.php?lic-id=110705258&sequence=1,2,3&total=3",2007-06-01,0.028
"152","110705259","./detail.php?lic-id=110705259&sequence=1&total=1",2007-06-09,0.01
"153","110705260","./detail.php?lic-id=110705260&sequence=1&total=1",2007-06-01,0.014
"154","110705265","./detail.php?lic-id=110705265&sequence=1,2&total=2",2007-07-25,0.009
"155","110705269","./detail.php?lic-id=110705269&sequence=1&total=1",2007-08-15,0.004
"156","110705270","./detail.php?lic-id=110705270&sequence=1&total=1",2007-06-15,0.002
"157","110705271","./detail.php?lic-id=110705271&sequence=1&total=1",2007-06-18,0.003
"158","110705272","./detail.php?lic-id=110705272&sequence=1&total=1",2007-06-26,0.004
"159","110705273","./detail.php?lic-id=110705273&sequence=1&total=1",2007-06-06,0.022
"160","110705274","./detail.php?lic-id=110705274&sequence=1&total=1",2007-08-07,0.003
"161","110705277","./detail.php?lic-id=110705277&sequence=1&total=1",2007-08-04,0.002
"162","110705278","./detail.php?lic-id=110705278&sequence=1&total=1",2007-06-20,0.001
"163","110705280","./detail.php?lic-id=110705280&sequence=1,2&total=2",2007-05-22,0.008
"164","110705282","./detail.php?lic-id=110705282&sequence=2,3&total=2",2007-07-19,0.045
"165","110705287","./detail.php?lic-id=110705287&sequence=1&total=1",2007-06-25,0.002
"166","110705288","./detail.php?lic-id=110705288&sequence=1&total=1",2007-07-10,0.019
"167","110705289","./detail.php?lic-id=110705289&sequence=1&total=1",2007-07-09,0.017
"168","110705290","./detail.php?lic-id=110705290&sequence=1,2&total=2",2007-07-09,0.016
"169","110705294","./detail.php?lic-id=110705294&sequence=1&total=1",2007-07-10,0.002
"170","110705299","./detail.php?lic-id=110705299&sequence=1,2&total=2",2007-07-11,0.005
"171","110705303","./detail.php?lic-id=110705303&sequence=1,2,3,4,5,6,7,8&total=8",2007-07-03,0.304
"172","110705304","./detail.php?lic-id=110705304&sequence=1&total=1",2007-07-03,0.001
"173","110705306","./detail.php?lic-id=110705306&sequence=1&total=1",2007-07-10,0.002
"174","110705308","./detail.php?lic-id=110705308&sequence=1&total=1",2007-07-10,0.002
"175","110705309","./detail.php?lic-id=110705309&sequence=1,2,3,4&total=4",2007-07-11,0.512
"176","110705310","./detail.php?lic-id=110705310&sequence=1,2&total=2",2007-07-17,0.015
"177","110705315","./detail.php?lic-id=110705315&sequence=2&total=1",2007-09-01,0.012
"178","110705316","./detail.php?lic-id=110705316&sequence=1&total=1",2007-09-01,0.007
"179","110705318","./detail.php?lic-id=110705318&sequence=1&total=1",2007-07-30,0.005
"180","110705321","./detail.php?lic-id=110705321&sequence=1&total=1",2007-07-12,0.002
"181","110705322","./detail.php?lic-id=110705322&sequence=1&total=1",2007-07-11,0.002
"182","110705324","./detail.php?lic-id=110705324&sequence=1&total=1",2007-07-28,0.003
"183","110705325","./detail.php?lic-id=110705325&sequence=1,2&total=2",2007-07-01,0.249
"184","110705329","./detail.php?lic-id=110705329&sequence=1,2,3&total=3",2007-07-30,0.009
"185","110705333","./detail.php?lic-id=110705333&sequence=1&total=1",2007-07-27,0.003
"186","110705336","./detail.php?lic-id=110705336&sequence=1&total=1",2007-08-06,0.005
"187","110705337","./detail.php?lic-id=110705337&sequence=1&total=1",2007-08-16,0.022
"188","110705339","./detail.php?lic-id=110705339&sequence=1,2,3,4&total=4",2007-08-09,0.017
"189","110705340","./detail.php?lic-id=110705340&sequence=1,2&total=2",2007-08-15,0.005
"190","110705343","./detail.php?lic-id=110705343&sequence=1&total=1",2007-07-20,0.015
"191","110705344","./detail.php?lic-id=110705344&sequence=1&total=1",2007-08-09,0.001
"192","110705345","./detail.php?lic-id=110705345&sequence=1&total=1",2007-07-24,0.002
"193","110705348","./detail.php?lic-id=110705348&sequence=1&total=1",2007-08-22,0.003
"194","110705350","./detail.php?lic-id=110705350&sequence=1&total=1",2007-11-02,0.001
"195","110705352","./detail.php?lic-id=110705352&sequence=1&total=1",2007-08-15,0.003
"196","110705353","./detail.php?lic-id=110705353&sequence=1&total=1",2007-08-15,0.002
"197","110705354","./detail.php?lic-id=110705354&sequence=1&total=1",2007-09-14,0.02
"198","110705358","./detail.php?lic-id=110705358&sequence=1&total=1",2007-09-05,0.003
"199","110705359","./detail.php?lic-id=110705359&sequence=1,2&total=2",2007-08-20,0.019
"200","110705360","./detail.php?lic-id=110705360&sequence=1&total=1",2007-08-27,0.003
"201","110705361","./detail.php?lic-id=110705361&sequence=1&total=1",2007-08-20,0.005
"202","110705362","./detail.php?lic-id=110705362&sequence=1&total=1",2007-08-20,0.004
"203","110705364","./detail.php?lic-id=110705364&sequence=1&total=1",2007-08-22,0.003
"204","110705365","./detail.php?lic-id=110705365&sequence=1&total=1",2007-09-27,0.005
"205","110705366","./detail.php?lic-id=110705366&sequence=1&total=1",2007-08-27,0.002
"206","110705367","./detail.php?lic-id=110705367&sequence=1&total=1",2007-08-27,0.002
"207","110705368","./detail.php?lic-id=110705368&sequence=1,2&total=2",2007-08-30,0.013
"208","110705369","./detail.php?lic-id=110705369&sequence=1&total=1",2007-08-09,0.005
"209","110705372","./detail.php?lic-id=110705372&sequence=1&total=1",2007-09-07,0.002
"210","110705374","./detail.php?lic-id=110705374&sequence=1&total=1",2007-08-28,0.003
"211","110705375","./detail.php?lic-id=110705375&sequence=1&total=1",2007-08-28,0.003
"212","110705377","./detail.php?lic-id=110705377&sequence=1,2&total=2",2007-08-22,0.005
"213","110705378","./detail.php?lic-id=110705378&sequence=1,2&total=2",2007-09-12,0.007
"214","110705388","./detail.php?lic-id=110705388&sequence=1,2&total=2",2007-09-05,0.014
"215","110705389","./detail.php?lic-id=110705389&sequence=1&total=1",2007-09-05,0.002
"216","110705390","./detail.php?lic-id=110705390&sequence=1,3&total=2",2007-09-10,0.015
"217","110705391","./detail.php?lic-id=110705391&sequence=1&total=1",2007-09-13,0.017
"218","110705392","./detail.php?lic-id=110705392&sequence=1&total=1",2007-09-07,0.004
"219","110705393","./detail.php?lic-id=110705393&sequence=1&total=1",2007-09-07,0.003
"220","110705395","./detail.php?lic-id=110705395&sequence=1&total=1",2007-10-02,0.003
"221","110705396","./detail.php?lic-id=110705396&sequence=1&total=1",2007-09-24,0.005
"222","110705398","./detail.php?lic-id=110705398&sequence=1,2&total=2",2007-09-15,0.057
"223","110705399","./detail.php?lic-id=110705399&sequence=1&total=1",2007-09-26,0.002
"224","110705400","./detail.php?lic-id=110705400&sequence=1&total=1",2007-09-19,0.005
"225","110705402","./detail.php?lic-id=110705402&sequence=1&total=1",2007-09-17,0.002
"226","110705406","./detail.php?lic-id=110705406&sequence=1&total=1",2007-10-02,0.005
"227","110705407","./detail.php?lic-id=110705407&sequence=1&total=1",2007-09-14,0.002
"228","110705408","./detail.php?lic-id=110705408&sequence=1&total=1",2007-09-06,0.009
"229","110705410","./detail.php?lic-id=110705410&sequence=1,2&total=2",2007-10-10,0.005
"230","110705411","./detail.php?lic-id=110705411&sequence=1&total=1",2007-09-20,0.002
"231","110705414","./detail.php?lic-id=110705414&sequence=1,2&total=2",2007-09-18,0.006
"232","110705416","./detail.php?lic-id=110705416&sequence=1&total=1",2007-09-22,0.004
"233","110705417","./detail.php?lic-id=110705417&sequence=1&total=1",2007-09-25,0.002
"234","110705418","./detail.php?lic-id=110705418&sequence=1&total=1",2007-09-24,0.015
"235","110705419","./detail.php?lic-id=110705419&sequence=1&total=1",2007-09-25,0.003
"236","110705420","./detail.php?lic-id=110705420&sequence=1&total=1",2007-09-24,0.002
"237","110705425","./detail.php?lic-id=110705425&sequence=1&total=1",2007-09-25,0.002
"238","110705427","./detail.php?lic-id=110705427&sequence=1,2,3,7,9&total=5",2007-10-02,0.265
"239","110705428","./detail.php?lic-id=110705428&sequence=1&total=1",2007-09-24,0.019
"240","110705430","./detail.php?lic-id=110705430&sequence=1&total=1",2007-09-24,0.003
"241","110705431","./detail.php?lic-id=110705431&sequence=1&total=1",2008-01-12,0.003
"242","110705432","./detail.php?lic-id=110705432&sequence=1&total=1",2007-09-13,0.01
"243","110705434","./detail.php?lic-id=110705434&sequence=1,2,3&total=3",2007-09-10,0.023
"244","110705435","./detail.php?lic-id=110705435&sequence=1,2&total=2",2007-09-10,0.02
"245","110705436","./detail.php?lic-id=110705436&sequence=1&total=1",2007-09-12,0.003
"246","110705437","./detail.php?lic-id=110705437&sequence=1&total=1",2007-10-12,0.003
"247","110705438","./detail.php?lic-id=110705438&sequence=1&total=1",2007-09-27,0.003
"248","110705439","./detail.php?lic-id=110705439&sequence=1,2&total=2",2007-09-18,0.014
"249","110705440","./detail.php?lic-id=110705440&sequence=1&total=1",2007-09-18,0.003
"250","110705441","./detail.php?lic-id=110705441&sequence=1&total=1",2007-09-18,0.003
"251","110705442","./detail.php?lic-id=110705442&sequence=1&total=1",2007-09-11,0.016
"252","110705443","./detail.php?lic-id=110705443&sequence=1,3&total=2",2007-09-26,0.004
"253","110705445","./detail.php?lic-id=110705445&sequence=1&total=1",2007-09-18,0.002
"254","110705446","./detail.php?lic-id=110705446&sequence=1&total=1",2007-10-03,0.002
"255","110705447","./detail.php?lic-id=110705447&sequence=1&total=1",2007-10-04,0.001
"256","110705448","./detail.php?lic-id=110705448&sequence=1,2&total=2",2007-11-06,0.009
"257","110705449","./detail.php?lic-id=110705449&sequence=1,2&total=2",2007-10-11,0.009
"258","110705450","./detail.php?lic-id=110705450&sequence=1&total=1",2007-09-12,0.004
"259","110705458","./detail.php?lic-id=110705458&sequence=1&total=1",2007-10-03,0.005
"260","110705459","./detail.php?lic-id=110705459&sequence=1&total=1",2007-10-04,0.02
"261","110705461","./detail.php?lic-id=110705461&sequence=1,2,3,4&total=4",2007-09-17,0.018
"262","110705462","./detail.php?lic-id=110705462&sequence=1&total=1",2007-10-03,0.002
"263","110705463","./detail.php?lic-id=110705463&sequence=1&total=1",2007-10-09,0.003
"264","110705464","./detail.php?lic-id=110705464&sequence=1&total=1",2007-10-09,0.002
"265","110705465","./detail.php?lic-id=110705465&sequence=1&total=1",2007-10-03,0.003
"266","110705466","./detail.php?lic-id=110705466&sequence=1&total=1",2007-10-03,0.005
"267","110705467","./detail.php?lic-id=110705467&sequence=1&total=1",2007-09-24,0.01
"268","110705469","./detail.php?lic-id=110705469&sequence=1&total=1",2007-10-03,0.005
"269","110705470","./detail.php?lic-id=110705470&sequence=1&total=1",2007-09-19,0.003
"270","110705471","./detail.php?lic-id=110705471&sequence=1&total=1",2007-09-25,0.003
"271","110705472","./detail.php?lic-id=110705472&sequence=1,2&total=2",2007-10-25,0.006
"272","110705474","./detail.php?lic-id=110705474&sequence=1&total=1",2007-09-24,0.003
"273","110705475","./detail.php?lic-id=110705475&sequence=1&total=1",2007-09-24,0.002
"274","110705476","./detail.php?lic-id=110705476&sequence=1,2&total=2",2007-10-05,0.071
"275","110705477","./detail.php?lic-id=110705477&sequence=1&total=1",2007-10-09,0.003
"276","110705478","./detail.php?lic-id=110705478&sequence=1,2,3,4&total=4",2007-10-05,0.047
"277","110705479","./detail.php?lic-id=110705479&sequence=1&total=1",2007-10-06,0.004
"278","110705485","./detail.php?lic-id=110705485&sequence=1&total=1",2007-09-20,0.004
"279","110705486","./detail.php?lic-id=110705486&sequence=1&total=1",2007-10-12,0.003
"280","110705487","./detail.php?lic-id=110705487&sequence=1&total=1",2007-11-16,0.015
"281","110705489","./detail.php?lic-id=110705489&sequence=1&total=1",2007-10-15,0.004
"282","110705493","./detail.php?lic-id=110705493&sequence=1&total=1",2007-10-24,0.002
"283","110705495","./detail.php?lic-id=110705495&sequence=1&total=1",2007-10-17,0.002
"284","110705496","./detail.php?lic-id=110705496&sequence=1&total=1",2007-10-15,0.005
"285","110705497","./detail.php?lic-id=110705497&sequence=1&total=1",2007-10-17,0.002
"286","110705498","./detail.php?lic-id=110705498&sequence=1&total=1",2007-09-25,0.004
"287","110705500","./detail.php?lic-id=110705500&sequence=1&total=1",2007-10-19,0.004
"288","110705501","./detail.php?lic-id=110705501&sequence=1&total=1",2007-10-20,0.005
"289","110705506","./detail.php?lic-id=110705506&sequence=1&total=1",2007-10-31,0.005
"290","110705514","./detail.php?lic-id=110705514&sequence=1&total=1",2007-11-09,0.005
"291","110705516","./detail.php?lic-id=110705516&sequence=1&total=1",2007-11-15,0.003
"292","110705517","./detail.php?lic-id=110705517&sequence=1&total=1",2007-11-06,0.003
"293","110705521","./detail.php?lic-id=110705521&sequence=1&total=1",2007-10-29,0.002
"294","110705522","./detail.php?lic-id=110705522&sequence=1,2,3,4,5,6,7&total=7",2008-01-10,11.24
"295","110705536","./detail.php?lic-id=110705536&sequence=1&total=1",2008-02-23,0.003
"296","110705537","./detail.php?lic-id=110705537&sequence=1&total=1",2007-11-12,0.005
"297","110705538","./detail.php?lic-id=110705538&sequence=1&total=1",2007-11-16,0.003
"298","110705539","./detail.php?lic-id=110705539&sequence=1&total=1",2007-11-19,0.005
"299","110705541","./detail.php?lic-id=110705541&sequence=1,2,3&total=3",2007-10-30,0.114
"300","110705542","./detail.php?lic-id=110705542&sequence=1,2,3&total=3",2007-11-20,0.072
"301","110705545","./detail.php?lic-id=110705545&sequence=1&total=1",2007-11-19,0.002
"302","110705547","./detail.php?lic-id=110705547&sequence=1,2,3&total=3",2007-11-05,0.009
"303","110705548","./detail.php?lic-id=110705548&sequence=1&total=1",2007-11-27,0.004
"304","110705549","./detail.php?lic-id=110705549&sequence=1&total=1",2007-12-05,0.005
"305","110705553","./detail.php?lic-id=110705553&sequence=1&total=1",2007-11-26,0.003
"306","110705554","./detail.php?lic-id=110705554&sequence=1&total=1",2007-12-06,0.004
"307","110705555","./detail.php?lic-id=110705555&sequence=1&total=1",2007-12-11,0.008
