longtitude,latitude,nazev,vykon,datum,datum2
16.7825077761017,49.7776562074024,"FVE5 RD Svojanov 11 571 01 Borušov, Borušov 11, okres Svitavy, kraj Pardubický",0.005,2009-08-18,2019-11-30
15.7816162951147,50.6359891766336,"FVE - Leibner 542 25 Janské Lázně, Modrokamenná 184, okres Trutnov, kraj Královéhradecký",0.005,2009-08-20,2019-11-30
15.7755004618293,50.6302422028306,"FVE - Tuček 542 25 Janské Lázně, Černohorská 293, okres Trutnov, kraj Královéhradecký",0.005,2009-08-20,2019-11-30
14.3502767546779,50.1527719880409,"FVE Ludvík 252 62 Únětice, Únětice 208, okres Praha-západ, kraj Středočeský",0.004,2009-07-30,2019-11-30
15.4614609912401,49.8613536209608,"FVS Qsolar - Ludvík, Praha 286 01 Hostovlice, Hostovlice 90, okres Kutná Hora, kraj Středočeský",0.011,2009-07-30,2019-11-30
15.4679395062879,50.4941186953572,"FVS S2012-21 509 01 Stará Paka, Stará Paka 49, okres Jičín, kraj Královéhradecký",0.016,2009-07-30,2019-11-30
15.5420981226182,48.9582004341075,"FVE 5,04 378 73 Dešná, Dešná 61, okres Jindřichův Hradec, kraj Jihočeský",0.005,2009-07-30,2019-11-30
17.36477975964,49.5951152920335,"FVE Velká Bystřice 783 53 Velká Bystřice, 8.května 396, okres Olomouc, kraj Olomoucký",0.003,2009-08-05,2019-11-30
15.8167070067847,50.4442124245122,"FVE - Šmíd 544 01 Dvůr Králové nad Labem, Vrchlického 778, okres Trutnov, kraj Královéhradecký",0.005,2009-08-01,2019-11-30
14.4624743371107,50.9121676445906,"FVE - Pešťák 407 46 Krásná Lípa, Krásná Lípa 109, okres Děčín, kraj Ústecký",0.004,2009-08-18,2019-11-30
16.6177305950354,49.0371695882346,"FVE - Surman 667 01 Židlochovice, náměstí Míru 153, okres Brno-venkov, kraj Jihomoravský",0.014,2009-08-21,2019-11-30
16.754616461984,49.1009348963348,"Fotovoltaický systém 4,51 kW 664 53 Újezd u Brna, Masarykova 751, okres Brno-venkov, kraj Jihomoravský",0.005,2009-07-30,2019-11-30
14.7031198551546,49.9319762751094,"FVE - Mareš 251 64 Mnichovice, Na Okrouhlíku 76, okres Praha-východ, kraj Středočeský",0.005,2009-08-05,2019-11-30
13.4136890350618,49.7428859699408,"FVE VEDILAB 312 00 Plzeň, Pod vrchem, okres Plzeň-město, kraj Plzeňský",0.018,2009-08-06,2019-11-30
13.4138465542616,49.7432059676948,"FVE Vedilab III 312 00 Plzeň, Pod Vrchem 1173/49, okres Plzeň-město, kraj Plzeňský",0.02,2009-08-06,2019-11-30
17.8842372259616,49.8878640940391,"FVE - Onderka 747 41 Branka u Opavy, Školní 215, okres Opava, kraj Moravskoslezský",0.005,2009-08-15,2019-11-30
14.6845443656602,49.3729801101559,"FVE Soukeník 391 01 Sezimovo Ústí, Soukeník ev.č. 3010/E, okres Tábor, kraj Jihočeský",0.008,2009-07-31,2019-11-30
14.6599467571743,50.0714206910555,"Fotovoltaický systém 3,28 kWp 190 16 Praha, Toušická 1310, kraj Hlavní město Praha",0.003,2009-07-31,2019-11-30
14.4098705497913,48.99317736649,"Ing. Jan Kunst 370 05 České Budějovice, Haklovy Dvory 2210, okres České Budějovice, kraj Jihočeský",0.003,2009-07-31,2019-11-30
14.2773362920575,49.5334443187626,"FVE - Švagr 398 55 Kovářov, Kovářov 7, okres Písek, kraj Jihočeský",0.004,2009-08-25,2019-11-30
14.8894070776967,49.7936029413529,"FVE K Vodojemu 399, Divišov 257 26 Divišov, K Vodojemu 399, okres Benešov, kraj Středočeský",0.005,2009-08-01,2019-11-30
16.7330420534192,48.9362589900181,"FVE 15,99kWp Hustopeče, Nádražní 192/38 693 01 Hustopeče, Nádražní 192/38, okres Břeclav, kraj Jihomoravský",0.016,2009-07-31,2019-11-30
16.7378968739911,48.9376243826818,"FVE na RD, Palackého 403/22, Hustopeče 693 01 Hustopeče, Palackého 403/22, okres Břeclav, kraj Jihomoravský",0.005,2009-07-31,2019-11-30
13.5125296002375,50.3349556395515,"FVE - Jirkovský 439 75 Libočany, Libočany 187, okres Louny, kraj Ústecký",0.005,2009-08-18,2019-11-30
14.1244916600469,50.5504728817702,"FVE Dagmar Miffková 412 01 Litoměřice, Školní 4/4, okres Litoměřice, kraj Ústecký",0.002,2009-08-01,2019-11-30
16.8832057664243,48.7714862211216,"FVE Fendrich 690 03 Břeclav, Zahradní 3134/30A, okres Břeclav, kraj Jihomoravský",0.006,2009-08-04,2019-11-30
14.157759610038,49.3183568466443,"FVE Motor 397 01 Písek, Vrcovická 2230, okres Písek, kraj Jihočeský",0.344,2009-07-27,2019-11-30
13.1968304793297,49.5601840062245,"FVE 9,84 kW 334 52 Merklín, Sokolská 144, okres Plzeň-jih, kraj Plzeňský",0.01,2009-07-31,2019-11-30
17.7594611207179,49.4628267189803,"FVE 7,25kWp Všechovice 753 53 Všechovice, Všechovice 284, okres Přerov, kraj Olomoucký",0.007,2009-08-19,2019-11-30
17.0840026088075,48.9167007521861,"FVE Dubňany 696 03 Dubňany, Františka Vlacha 942/19, okres Hodonín, kraj Jihomoravský",0.016,2009-07-31,2019-11-30
12.8919755578566,49.3555874024755,"FVE - Hradecký 344 01 Česká Kubice, Česká Kubice 2, okres Domažlice, kraj Plzeňský",0.005,2009-08-05,2019-11-30
17.3913105658115,49.1090585117096,"FVE 9,225 kW 687 06 Velehrad, Na Nivách 281, okres Uherské Hradiště, kraj Zlínský",0.009,2009-08-05,2019-11-30
17.3161595575604,49.638476918086,"FVE - Kopřiva 783 16 Tovéř, Tovéř 155, okres Olomouc, kraj Olomoucký",0.004,2009-08-14,2019-11-30
14.6037400909075,50.7176218000139,"FVE - Jansta 471 53 Svojkov, Svojkov 42, okres Česká Lípa, kraj Liberecký",0.014,2009-08-15,2019-11-30
15.0732191424575,50.7891857707143,"FVE - Trejbal 460 14 Liberec, Hostivítova 1293, okres Liberec, kraj Liberecký",0.005,2009-08-01,2019-11-30
14.5051903105606,50.3704168109208,"FVE - Břetislav Moc 276 01 Mělník, Malinová 3673, okres Mělník, kraj Středočeský",0.005,2009-08-11,2019-11-30
17.5729722045675,49.1151925100184,"FVE - Kukla 687 13 Březolupy, Březolupy 387, okres Uherské Hradiště, kraj Zlínský",0.002,2009-08-15,2019-11-30
17.4218196745079,49.5443158400995,"Zdeněk Horčička 783 57 Tršice, Tršice 343, okres Olomouc, kraj Olomoucký",0.002,2009-08-01,2019-11-30
13.8633771305455,49.8015023981488,"FvE - Kavalír 267 62 Komárov, Brigádnická 431, okres Beroun, kraj Středočeský",0.005,2009-08-14,2019-11-30
13.8633771305455,49.8015023981488,"FVE - Kavalír II. 267 62 Komárov, Brigádnická 431, okres Beroun, kraj Středočeský",0.005,2009-08-14,2019-11-30
17.3776713444991,50.1376890212338,"Mnichov 793 26 Vrbno pod Pradědem, Vrbno pod Pradědem 94, okres Bruntál, kraj Moravskoslezský",0.002,2009-10-09,2019-11-30
17.9140211595834,49.9169110319712,"Kylešovice 747 06 Opava, Lužická, okres Opava, kraj Moravskoslezský",0.005,2009-10-13,2019-11-30
17.913999507741,49.9171608997647,"FVE-SH 747 06 Opava, Lužická 1440/21, okres Opava, kraj Moravskoslezský",0.01,2009-10-13,2019-11-30
17.3124648101761,48.8939993093846,"FVE - Mašek 696 62 Strážnice, Radějovská 865, okres Hodonín, kraj Jihomoravský",0.003,2009-08-21,2019-11-30
15.4928403465734,50.5397391543979,"FVE 11,91 507 91 Stará Paka, Stará Paka 37, okres Jičín, kraj Královéhradecký",0.012,2009-08-01,2019-11-30
15.4931089516796,50.5395072434181,"FVE 2,94 507 91 Stará Paka, Stará Paka 36, okres Jičín, kraj Královéhradecký",0.003,2009-08-18,2019-11-30
16.4202799600357,49.5509625474704,"Josef Palinek 679 74 Křtěnov, Křtěnov 42, okres Blansko, kraj Jihomoravský",0.005,2009-08-05,2019-11-30
14.6389269838905,48.9009325526331,"FVE Borovany 373 12 Borovany, U Haltýře, okres České Budějovice, kraj Jihočeský",0.005,2009-08-21,2019-11-30
15.836150917933,49.2475525872791,"FVE - Měrka 674 01 Třebíč, Třebíč 52, okres Třebíč, kraj Vysočina",0.004,2009-08-15,2019-11-30
14.0273398074706,50.2366824903257,"FVE Štádlík 273 79 Tuřany, Tuřany 5, okres Kladno, kraj Středočeský",0.004,2009-08-04,2019-11-30
16.9877393200596,48.8748234361313,"FVE Starý Poddvorov 8,3 kW 696 16 Starý Poddvorov, Starý Poddvorov 68, okres Hodonín, kraj Jihomoravský",0.008,2009-08-13,2019-11-30
17.0230510295397,49.4874908576305,"FVE Látal 798 03 Ohrozim, Ohrozim 3, okres Prostějov, kraj Olomoucký",0.004,2009-09-08,2019-11-30
14.9535298309137,50.4028210947653,"FVE 4,2 kW 293 01 Řepov, Řepov 71, okres Mladá Boleslav, kraj Středočeský",0.004,2009-08-05,2019-11-30
13.5157356321065,49.3801396160714,"Slunečnice 340 34 Zborovy, Zborovy 10, okres Klatovy, kraj Plzeňský",0.004,2009-08-18,2019-11-30
15.7771024197991,49.2599470487709,"FVE 5,06 675 21 Přibyslavice, Školní 231, okres Třebíč, kraj Vysočina",0.005,2009-08-10,2019-11-30
14.38920184479,50.9604353280992,"Mikulášovice 407 79 Mikulášovice, Mikulášovice 258, okres Děčín, kraj Ústecký",0.005,2009-08-22,2019-11-30
14.4633532041072,50.066473909933,"FVE Praha 101 00 Praha, Magnitogorská 12, kraj Hlavní město Praha",0.026,2009-10-13,2019-11-30
14.4038840623069,49.8151787301152,"FVE Slapy 252 08 Slapy, Slapy 257, okres Praha-západ, kraj Středočeský",0.03,2009-10-13,2019-11-30
15.3651467080926,50.6048085338998,"Benešov u Semil 512 06 Benešov u Semil, Benešov u Semil, okres Semily, kraj Liberecký",0.071,2009-08-19,2019-11-30
15.366248962499,50.6019338578419,"Benešov u Semil - RD Kučerovi 512 06 Benešov u Semil, Benešov u Semil 103, okres Semily, kraj Liberecký",0.005,2009-08-19,2019-11-30
18.1837666937708,49.8939418478708,"FVE Krčmářová 748 01 Hlučín, Promenádní 252/9, okres Opava, kraj Moravskoslezský",0.003,2009-08-06,2019-11-30
13.3986195748314,49.649796312787,"FVE Jindřich 332 09 Čižice, Čižice 202, okres Plzeň-jih, kraj Plzeňský",0.004,2009-08-26,2019-11-30
14.4983817951593,49.0200167820457,"Jan Blažek - Borek, Borek 32 - FVS 373 67 Borek, Pražská 32, okres České Budějovice, kraj Jihočeský",0.004,2009-08-05,2019-11-30
13.3271581185203,49.8578444960783,"Švancar 330 13 Trnová, Trnová 207, okres Plzeň-sever, kraj Plzeňský",0.002,2009-08-06,2019-11-30
13.9165781047281,49.2498819139556,"Fotovoltaický systém 3,28 kWp 386 01 Strakonice, B. Havlasy 519, okres Strakonice, kraj Jihočeský",0.003,2009-08-07,2019-11-30
17.0708033291773,49.4684535018827,"Fotovoltaický systém 4,92 kWp 796 04 Prostějov, Jasanová 339/8, okres Prostějov, kraj Olomoucký",0.005,2009-08-05,2019-11-30
17.0708033291773,49.4684535018827,"Fotovoltaická systém 1,85 kWp, 796 04 Prostějov, Jasanová 339/8 796 04 Prostějov, Jasanová 339/8, okres Prostějov, kraj Olomoucký",0.002,2009-08-05,2019-11-30
13.6291102174424,49.7500534338585,"FVE Šmucr 337 01 Rokycany, Pražská 127, okres Rokycany, kraj Plzeňský",0.005,2009-08-06,2019-11-30
16.6938227397007,49.539612973548,"Radovan Jedlička 679 34 Knínice u Boskovic, Knínice u Boskovic 108, okres Blansko, kraj Jihomoravský",0.006,2009-08-24,2019-11-30
17.1232643735917,49.0145014645297,"SOL1 697 01 Kyjov, Husova 573/27, okres Hodonín, kraj Jihomoravský",0.003,2009-08-14,2019-11-30
14.5351319380718,49.0032788860454,"FVE V Polích 173 373 71 Hůry, V Polích 173, okres České Budějovice, kraj Jihočeský",0.01,2009-09-09,2019-11-30
14.3646562312056,50.0395640038742,"FVE Bouzek 150 00 Praha 5, Prokopské údolí 281/12, kraj Hlavní město Praha",0.003,2009-08-06,2019-11-30
13.9155198784933,50.5883028108211,"FVE 5,06 kW 417 63 Žalany, Pražská 38, okres Teplice, kraj Ústecký",0.005,2009-08-07,2019-11-30
13.9426943747943,50.4231887682384,"FVE Vojnice 440 01 Koštice, Koštice 3, okres Louny, kraj Ústecký",0.003,2009-08-08,2019-11-30
14.5133905032186,50.0359357410575,"FVE Charvát 149 00 Praha 4, Nedbalova 537, kraj Hlavní město Praha",0.008,2009-08-06,2019-11-30
13.4335021326425,49.7629375370777,"USS - ŠUMAVA s.r.o. 312 00 Plzeň, Svatojirská 505/10, okres Plzeň-město, kraj Plzeňský",0.005,2009-08-14,2019-11-30
13.3308391169636,49.1457648065184,"USS - ŠUMAVA s.r.o. - II 342 01 Prášily, Prášily 242, okres Klatovy, kraj Plzeňský",0.005,2009-08-14,2019-11-30
13.6481882427587,49.8456399568793,"FVE Jan Šipan 338 28 Skomelno, Skomelno, okres Rokycany, kraj Plzeňský",0.008,2009-08-10,2019-11-30
16.3103724343657,49.1081660872765,"FVE Kolouch 664 12 Nová Ves, Nová Ves 91, okres Brno-venkov, kraj Jihomoravský",0.006,2009-08-26,2019-11-30
16.3863018786777,49.2150956034104,"FVE Ondruška 664 82 Říčany, Příční 550, okres Brno-venkov, kraj Jihomoravský",0.005,2009-08-26,2019-11-30
17.1062071000666,48.9228581621283,"FVE 696 03 Dubňany, Komenského 175, okres Hodonín, kraj Jihomoravský",0.008,2009-08-07,2019-11-30
17.0765718418937,48.9252310931618,"FVE II 696 03 Dubňany, Nádražní 3562/6, okres Hodonín, kraj Jihomoravský",0.015,2009-08-07,2019-11-30
13.4516112792541,50.4316441374504,"FVE L2M 431 41 Údlice, Droužkovická 333, okres Chomutov, kraj Ústecký",0.076,2009-08-11,2019-11-30
18.3637353098528,49.669778112871,"Restaurace Na Fojtství 738 01 Staré Město, Jamnická 11, okres Frýdek-Místek, kraj Moravskoslezský",0.01,2009-08-06,2019-11-30
18.4720434100731,49.6086234081222,"Raškovice 739 04 Raškovice, Raškovice, okres Frýdek-Místek, kraj Moravskoslezský",0.01,2009-08-06,2019-11-30
18.319536993681,49.6912460873379,"Sviadnov 315 739 25 Sviadnov, Fr. Podešvy 315, okres Frýdek-Místek, kraj Moravskoslezský",0.005,2009-08-06,2019-11-30
18.4998648696311,49.5358633487546,"Krásná Penzion Lukáš 739 04 Krásná, Krásná 113, okres Frýdek-Místek, kraj Moravskoslezský",0.014,2009-08-06,2019-11-30
18.482533320127,49.6089359542955,"Pražmo 739 04 Pražmo, Pražmo, okres Frýdek-Místek, kraj Moravskoslezský",0.005,2009-08-06,2019-11-30
14.9148043968622,49.2641481342722,"PVE Hovorka - Deštná 378 25 Deštná, Farské Vrše 321, okres Jindřichův Hradec, kraj Jihočeský",0.004,2009-08-06,2019-11-30
13.5953515281191,49.7815880103733,"Metlický 5 338 21 Osek, Osek 122, okres Rokycany, kraj Plzeňský",0.005,2009-08-25,2019-11-30
13.4296398416396,49.7570406168785,"FVE Jiránková 312 00 Plzeň, Levandulová 637/3, okres Plzeň-město, kraj Plzeňský",0.005,2009-08-08,2019-11-30
14.5238678723211,50.3063662870019,"Fotovoltaická elektrárna na střeše budovy 277 41 Kly, Kly, okres Mělník, kraj Středočeský",0.06,2009-08-15,2019-11-30
14.5234113985626,50.3072311149065,"Fotovoltaická elektrárna na střeše budovy 277 41 Kly, Kly, okres Mělník, kraj Středočeský",0.03,2009-08-15,2019-11-30
14.6785664521275,49.9725309064419,"Fotovoltaická elektrárna Mucha 251 01 Tehov, Tehov 193, okres Praha-východ, kraj Středočeský",0.004,2009-08-18,2019-11-30
16.6222198630733,49.0899340999963,"ing. Milan Komenda 664 61 Rajhradice, Na Kopečku 221, okres Brno-venkov, kraj Jihomoravský",0.005,2009-08-15,2019-11-30
15.4114585285852,50.0315919538793,"FTV-Rambousek 533 12 Chvaletice, Lomená 373, okres Pardubice, kraj Pardubický",0.003,2009-08-18,2019-11-30
13.4175425418893,49.7405175895388,"FVE Helusová 312 00 Plzeň, Na Hraně 1139/58, okres Plzeň-město, kraj Plzeňský",0.003,2009-08-13,2019-11-30
17.1482781478423,49.4816276802227,"Majakovského 5, Prostějov 796 02 Prostějov, Majakovského 5, okres Prostějov, kraj Olomoucký",0.005,2009-09-01,2019-11-30
18.0875099301317,49.1768433750865,"Dalibor Maruna 756 12 Střelná, Střelná 92, okres Vsetín, kraj Zlínský",0.005,2009-08-18,2019-11-30
18.088493689292,49.1775755375091,"FVS II. Střelná 92 756 12 Střelná, Střelná 92, okres Vsetín, kraj Zlínský",0.005,2009-08-18,2019-11-30
13.1443915439646,49.2960012450711,"Fotovoltaická elektrárna Raisova 441 340 22 Nýrsko, Raisova 441, okres Klatovy, kraj Plzeňský",0.005,2009-08-07,2019-11-30
16.6002911947237,49.017010115447,"Ing. Petr Venhuda 664 63 Žabčice, Unkovická 521, okres Brno-venkov, kraj Jihomoravský",0.007,2009-08-26,2019-11-30
16.7318096913315,49.1613525106309,"Ing. Petr Venhuda II 664 51 Šlapanice, Dlouhá 1587/111, okres Brno-venkov, kraj Jihomoravský",0.006,2009-08-26,2019-11-30
16.5913648924813,49.2209529981881,"FVE 10,5kWp Ing. Petr Venhuda 612 00 Brno, Charvatská 1838/21, okres Brno-město, kraj Jihomoravský",0.011,2009-08-26,2019-11-30
14.6653744232776,50.1291104954431,"FTV - Erbová 250 91 Zeleneč, Zahradní 522, okres Praha-východ, kraj Středočeský",0.005,2009-08-18,2019-11-30
14.5207104217785,48.9712243484168,"Luděk Einramhof - Dobrá Voda, Na Lukách 1916/15 - FVS 373 16 Dobrá Voda u Českých Budějovic, Na Lukách 1916/15, okres České Budějovice, kraj Jihočeský",0.003,2009-08-18,2019-11-30
18.0169358180383,49.1485068772953,"Tomáš Válek 766 01 Valašské Klobouky, Na Výsluní, okres Zlín, kraj Zlínský",0.006,2009-08-13,2019-11-30
17.3807750973172,49.2390387622395,"FVE Zlámanka 767 01 Kroměříž, Kroměříž 46, okres Kroměříž, kraj Zlínský",0.106,2009-07-30,2019-11-30
16.814131413136,49.6232672468244,"FVE Chobyně 798 52 Šubířov, Šubířov, okres Prostějov, kraj Olomoucký",0.03,2009-09-19,2019-11-30
13.9883619334131,50.6667365153262,"KARA 400 01 Ústí nad Labem, Škroupova 451/49, okres Ústí nad Labem, kraj Ústecký",0.005,2009-08-07,2019-11-30
14.5248141964179,48.9692316933367,"Pavel Altrichter 373 16 Dobrá Voda u Českých Budějovic, U Domova důchodců 1752/12, okres České Budějovice, kraj Jihočeský",0.004,2009-08-11,2019-11-30
17.3421313972658,48.9229952232958,"rodinný dům 696 61 Vnorovy, Padělky 280, okres Hodonín, kraj Jihomoravský",0.004,2009-08-07,2019-11-30
13.0473111241697,49.3864279958834,"Zdeňka Benešová 345 06 Brnířov, Brnířov 103, okres Domažlice, kraj Plzeňský",0.004,2009-08-08,2019-11-30
13.5175059103406,49.3805367004094,"FVE Zborovy 340 34 Zborovy, Zborovy 14, okres Klatovy, kraj Plzeňský",0.005,2009-08-08,2019-11-30
16.1126978663775,49.3838587621603,"FVE Jaromír Horníček 594 51 Křižanov, Ořechovská 451, okres Žďár nad Sázavou, kraj Vysočina",0.006,2009-08-12,2019-11-30
15.8565552656826,50.2029330987256,"FTV-Zrzavý 500 09 Hradec Králové, Sukova 687/3, okres Hradec Králové, kraj Královéhradecký",0.005,2009-08-08,2019-11-30
13.3643757456672,49.8388779523287,"Hedvika Lesová 330 12 Horní Bříza, U Trati 589, okres Plzeň-sever, kraj Plzeňský",0.003,2009-08-12,2019-11-30
13.3248214095787,49.3949716657895,"Čínov 339 01 Klatovy, Klatovy 761, okres Klatovy, kraj Plzeňský",0.003,2009-09-15,2019-11-30
17.1740807391776,48.9470215232383,"VACENOVICE 245 696 06 Vacenovice, Vacenovice 245, okres Hodonín, kraj Jihomoravský",0.008,2009-08-28,2019-11-30
14.1154476785595,50.5479529277472,"Ing. Milan Grmela 412 01 Litoměřice, Bojská 506, okres Litoměřice, kraj Ústecký",0.004,2009-08-18,2019-11-30
13.509173910048,49.5238039099275,"FVE - Jarov 335 01 Jarov, Jarov 85, okres Plzeň-jih, kraj Plzeňský",0.004,2009-08-18,2019-11-30
14.6876159387784,49.2913478860834,"Rybova Lhota 12, 392 01 Soběslav 392 01 Skalice, Skalice 12, okres Tábor, kraj Jihočeský",0.005,2009-08-18,2019-11-30
16.3513030268403,49.161288828113,"FVE 285 65 Zbýšov, Zbýšov, okres Kutná Hora, kraj Středočeský",0.095,2009-09-24,2019-11-30
13.766643193416,49.8619236550362,"Zbiroh 338 08 Zbiroh, Karla Vokáče 631, okres Rokycany, kraj Plzeňský",0.008,2009-08-08,2019-11-30
14.7558745204382,49.0102140663171,"FVE Hnízdil - Třeboň 379 01 Třeboň, Heřmánkova 777, okres Jindřichův Hradec, kraj Jihočeský",0.002,2009-08-19,2019-11-30
14.9109480769838,49.8933411398762,"Mělník nad Sázavou 285 06 Úžice, Úžice 42, okres Kutná Hora, kraj Středočeský",0.009,2009-07-27,2019-11-30
16.2323580902325,49.5238722881665,"FVE Hangár 593 01 Bystřice nad Pernštejnem, Bystřice nad Pernštejnem č.ev.901, okres Žďár nad Sázavou, kraj Vysočina",0.029,2009-08-07,2019-11-30
16.3581439923587,49.6257385604471,"FVE Bystré 569 92 Bystré, Vrchlického 191, okres Svitavy, kraj Pardubický",0.005,2009-08-07,2019-11-30
17.0903618553296,49.3091638919533,"FVE Šťastný 683 23 Ivanovice na Hané, Husova 255, okres Vyškov, kraj Jihomoravský",0.01,2009-08-15,2019-11-30
13.6550237663545,50.6158679472191,"Ing. Jan Pátek 435 11 Lom, Lesní 158, okres Most, kraj Ústecký",0.005,2009-08-12,2019-11-30
15.0684068754623,50.111154819278,"FVE Vojtěch 289 11 Vrbová Lhota, Luční 177, okres Kolín, kraj Středočeský",0.004,2009-08-13,2019-11-30
14.0725996985946,50.766183580732,"Jiří Šmíd 405 02 Jílové, Jílové 33, okres Děčín, kraj Ústecký",0.005,2009-08-11,2019-11-30
13.3389694108214,49.746049077828,"FVE 318 00 Plzeň, Křimická 1190/113, okres Plzeň-město, kraj Plzeňský",0.005,2009-08-13,2019-11-30
16.1152929787865,49.3875720137824,"Nová 499 594 51 Křižanov, Nová 499, okres Žďár nad Sázavou, kraj Vysočina",0.005,2009-08-18,2019-11-30
14.3849582670629,50.9743420909159,"Jaroslava Hrachová 407 79 Mikulášovice, Mikulášovice 23, okres Děčín, kraj Ústecký",0.005,2009-08-11,2019-11-30
18.415780996099,49.7490053538533,"FVE Mališ 739 37 Horní Bludovice, Horní Bludovice 527, okres Frýdek-Místek, kraj Moravskoslezský",0.005,2009-08-28,2019-11-30
14.1775384177472,50.7726566052834,"Jaroslav David 405 02 Děčín, Popovická 44/10, okres Děčín, kraj Ústecký",0.005,2009-08-11,2019-11-30
14.478609582679,50.9565819051639,"Jaroslav Svoboda 407 61 Staré Křečany, Staré Křečany 49, okres Děčín, kraj Ústecký",0.005,2009-08-12,2019-11-30
16.8716582075158,49.0302383936362,"FVE Pacas 691 74 Velké Hostěrádky, Velké Hostěrádky 208, okres Břeclav, kraj Jihomoravský",0.01,2009-09-22,2019-11-30
15.8536311150089,50.0297260999489,"FVE Dalecký 530 02 Dašice, Pod Dubem 27, okres Pardubice, kraj Pardubický",0.005,2009-09-16,2019-11-30
14.1125048128087,50.1688362817966,"Švermov 273 09 Kladno, Frant. Oplta 1288, okres Kladno, kraj Středočeský",0.009,2009-08-13,2019-11-30
14.4493197027236,48.9592241190252,"FVE Jaksch 370 01 Litvínovice, Litvínovice 226, okres České Budějovice, kraj Jihočeský",0.007,2009-08-28,2019-11-30
15.3462450558097,49.4358874275092,"Beledinka 393 01 Vyskytná, Vyskytná 22, okres Pelhřimov, kraj Vysočina",0.01,2009-07-30,2019-11-30
16.8914205557501,48.7605237905491,"FVE - M+H Břeclav 690 02 Břeclav, Na Zahradách 3396/12, okres Břeclav, kraj Jihomoravský",0.016,2009-09-15,2019-11-30
14.4876041095469,48.9590490000134,"FVE - Král Jan 2 370 08 České Budějovice, J. Dietricha 922/21, okres České Budějovice, kraj Jihočeský",0.007,2009-09-09,2019-11-30
17.7477876976033,50.0517794958455,"FVE DEN BRAVEN ÚVALNO I. 793 91 Úvalno, Úvalno 353, okres Bruntál, kraj Moravskoslezský",0.15,2009-08-19,2019-11-30
14.7841242647143,50.2763646331586,"FVE Vlastimil Ježdík 294 74 Kochánky, Kochánky 209, okres Mladá Boleslav, kraj Středočeský",0.004,2009-08-14,2019-11-30
14.5478209085708,49.1423104854896,"FVE Kubát 373 41 Dolní Bukovsko, Dolní Bukovsko 27, okres České Budějovice, kraj Jihočeský",0.005,2009-08-13,2019-11-30
15.831374198996,49.9022424116029,"Rodinný dům - Slatiňany, Kunčí 26 538 21 Slatiňany, Slatiňany 26, okres Chrudim, kraj Pardubický",0.01,2009-08-28,2019-11-30
14.1226684696992,50.5010516254231,"Miloš Rosa 412 01 Terezín, Terezín 181, okres Litoměřice, kraj Ústecký",0.003,2009-08-20,2019-11-30
18.3358930394675,49.8386183665207,"Fotovoltaický systém Petřvaldská 731/51, 715 00 Ostrava - Michálkovice 715 00 Ostrava, Petřvaldská 731/51, okres Ostrava-město, kraj Moravskoslezský",0.005,2009-08-25,2019-11-30
13.5324998799038,49.7592796095828,"Pech 1 338 41 Klabava, Klabava 143, okres Rokycany, kraj Plzeňský",0.008,2009-08-21,2019-11-30
14.8121141336394,50.6967683207731,"Fotovoltaická elektrárna ing. Jiří Myška 471 27 Stráž pod Ralskem, Na Vršku 410, okres Česká Lípa, kraj Liberecký",0.018,2009-09-09,2019-11-30
14.8121141336394,50.6967683207731,"FTV Myška II 471 27 Stráž pod Ralskem, Na Vršku 410, okres Česká Lípa, kraj Liberecký",0.036,2009-09-09,2019-11-30
14.7074112399353,50.7135823675373,"FTV Myška III 471 29 Brniště, Brniště 131, okres Česká Lípa, kraj Liberecký",0.015,2009-09-09,2019-11-30
14.7074112399353,50.7135823675373,"FTV Myška IV 471 29 Brniště, Velký Grunov 131, okres Česká Lípa, kraj Liberecký",0.004,2009-09-09,2019-11-30
14.7073628414936,50.7133800082367,"FTV Myška V 471 29 Brniště, Velký Grunov 131, okres Česká Lípa, kraj Liberecký",0.003,2009-09-09,2019-11-30
14.83137106396,50.6979754559484,"Fotovoltaická elektrárna Albena s.r.o. 471 27 Stráž pod Ralskem, Na Vršku 411, okres Česká Lípa, kraj Liberecký",0.007,2009-09-01,2019-11-30
14.83137106396,50.6979754559484,"FVE ALBENA 471 27 Stráž pod Ralskem, Na Vršku 411, okres Česká Lípa, kraj Liberecký",0.159,2009-09-01,2019-11-30
16.8839917549692,49.1579552527864,"FVE Stanislav Drobný 684 01 Slavkov u Brna, Zlatá Hora 272, okres Vyškov, kraj Jihomoravský",0.002,2009-08-12,2019-11-30
17.9042346503929,49.3014103679014,"Fotovoltaická elektrárna 1,62 - Liptál 755 01 Liptál, Liptál 478, okres Vsetín, kraj Zlínský",0.002,2009-08-20,2019-11-30
12.8705969560183,50.2945673755133,"FTV - Petr Muchna 363 01 Hroznětín, Hroznětín 30, okres Karlovy Vary, kraj Karlovarský",0.004,2009-08-13,2019-11-30
15.0045463832846,50.1546681522742,"FVE4 Zvěřínek 289 13 Zvěřínek, Rudé armády 75, okres Nymburk, kraj Středočeský",0.004,2009-08-03,2019-11-30
17.2913736663931,48.9749701914711,"FVE Bzenec 696 81 Bzenec, Písecká 1397, okres Hodonín, kraj Jihomoravský",0.004,2009-08-13,2019-11-30
